galaxy_id,redshift,source_h5_row,bundle_h5_row
2689623657648161176,0.3840000033378601,70606,6286
2642530167678134940,0.38999998569488525,70635,6287
2647622600653294022,0.34200000762939453,70819,6307
2768072827675795587,0.3179999887943268,71020,6316
2712469088652985387,0.3440000116825104,71355,6347
2677535555676671535,0.40799999237060547,71455,6360
2724388400677722346,0.33399999141693115,71470,6361
2688158173648487903,0.41999998688697815,71562,6369
2647368936672778989,0.23999999463558197,71592,6373
2667450372676304551,0.33799999952316284,71828,6391
2667053308665986719,0.38999998569488525,72061,6414
2749294992645825141,0.35600000619888306,72102,6421
2699837986644755503,0.35199999809265137,72109,6423
2761728497660799096,0.33000001311302185,72332,6440
2701749463679558368,0.33399999141693115,72486,6454
2629873713658090446,0.3240000009536743,72508,6457
2648864066682311186,0.3160000145435333,72590,6467
2758508754671003995,0.37400001287460327,73105,6511
2649842564654453285,0.34599998593330383,73214,6519
2700282095646404663,0.20999999344348907,73785,6578
2705009086648557545,0.32199999690055847,74252,6612
2737177664646735993,0.38999998569488525,74300,6618
2702860458641944763,0.3720000088214874,74330,6622
2738455558658750093,0.3619999885559082,74332,6624
2638702252673221513,0.22200000286102295,74418,6630
2741078480652116660,0.4519999921321869,74555,6643
2640242390645358266,0.18799999356269836,74598,6647
2682259167643889185,0.4819999933242798,74712,6661
2647860189642839272,0.4020000100135803,74810,6671
2755235571653311921,0.3840000033378601,74883,6677
2660961923655693611,0.36000001430511475,75318,6703
2691808085685905223,0.30000001192092896,75548,6727
2726323049653133812,0.4320000112056732,75555,6728
2680788977638013915,0.34200000762939453,75576,6731
2695012513681776080,0.328000009059906,75622,6732
2752848821668056991,0.30399999022483826,75654,6736
2713175917681598249,0.335999995470047,75783,6745
2663568306682329443,0.4359999895095825,75800,6750
2754132299662101683,0.3580000102519989,75833,6755
2694636718675690421,0.37599998712539673,75853,6757
2644903654658649011,0.34200000762939453,75861,6758
2757140055656201665,0.3019999861717224,75928,6763
2736096823683049029,0.33000001311302185,76141,6784
2735733129682442488,0.34599998593330383,76231,6793
2761168355653912968,0.2800000011920929,76465,6820
2747586443649377541,0.34200000762939453,76599,6829
2665808190669424984,0.4259999990463257,76767,6841
2746233838674433134,0.33000001311302185,77051,6856
2710714681658078173,0.33399999141693115,77245,6870
2653138037643906599,0.2619999945163727,77388,6883
2645338698664592452,0.3319999873638153,77550,6896
2700193006650616418,0.36800000071525574,77800,6914
2757627447656271271,0.38999998569488525,78036,6939
2669731453641593125,0.38600000739097595,78120,6945
2757642748677020913,0.25999999046325684,78194,6950
2694397336644798998,0.3319999873638153,78391,6967
2628543411672284778,0.328000009059906,78616,6982
2764131300656570995,0.3580000102519989,78626,6984
2666833842640179039,0.43799999356269836,78782,6996
2669073678648338545,0.37400001287460327,78927,7012
2755499243644157486,0.4320000112056732,79172,7035
2640885374643412602,0.25200000405311584,79186,7037
2668204813653542273,0.22200000286102295,79357,7049
2735398150673783235,0.37400001287460327,80174,7116
2754015762643253973,0.30399999022483826,80520,7146
2647888035640018679,0.3799999952316284,81142,7206
2680462976650945103,0.30799999833106995,81332,7221
2746535280643687315,0.36800000071525574,81446,7226
2735459887687187690,0.3720000088214874,81523,7236
2664364849686623966,0.20000000298023224,81638,7248
2636572679656520489,0.3400000035762787,81780,7263
2765344598675298617,0.3400000035762787,82191,7300
2695048153678516299,0.43799999356269836,82279,7310
